ENC Cell,Latest Edition No.,Latest Update No.,Latest Edition Issue Date,Latest Update Issue Date
CA476080,4,2,19-08-2011,11-06-2019
CA476081,4,,20-07-2011,
CA476085,6,1,06-04-2011,20-06-2017
CA476103,4,,02-09-2011,
CA476104,4,3,25-08-2011,03-09-2020
CA476108,2,,04-05-2021,
CA476111,4,1,09-02-2011,02-08-2017
CA476125,6,,10-08-2011,
CA476127,6,3,04-06-2015,08-08-2017
CA476131,4,3,25-11-2008,02-06-2011
CA476133,7,7,10-05-2019,08-03-2021
CA476162,1,4,24-10-2014,01-10-2020
CA476168,5,,15-11-2011,
CA476179,8,3,25-02-2020,14-07-2020
CA476181,2,2,19-05-2020,23-04-2021
CA476183,1,1,05-07-2019,09-02-2021
CA476189,3,1,03-08-2017,13-06-2018
CA476190,7,1,23-07-2019,19-09-2019
CA476199,5,4,16-10-2019,17-03-2021
CA476202,4,2,28-04-2011,03-08-2017
CA476220,5,,30-05-2019,
CA476244,1,1,21-02-2013,08-08-2017
CA476273,7,,27-11-2020,
CA476275,3,2,10-09-2019,03-06-2020
CA476279,9,1,23-07-2018,20-12-2019
CA476300,7,,07-03-2011,
CA476323,1,1,12-03-2014,21-11-2016
CA476365,1,1,11-03-2014,09-08-2017
CA476366,1,1,13-03-2014,09-08-2017
CA476369,3,1,06-01-2017,09-08-2017
CA476380,2,4,15-08-2011,10-04-2018
CA476405,1,3,06-11-2014,09-08-2017
CA476423,1,1,16-04-2014,09-08-2017
CA476479,1,5,15-08-2014,09-08-2017
CA476480,1,2,30-07-2014,09-08-2017
CA476485,2,2,17-11-2011,09-08-2017
CA476490,1,5,29-01-2019,12-08-2020
CA476494,6,3,19-04-2011,05-10-2020
CA476495,5,1,15-04-2011,09-08-2017
CA476520,4,1,04-11-2008,09-08-2017
CA476547,4,2,22-05-2009,09-08-2017
CA476568,1,4,24-04-2013,09-08-2017
CA476600,3,1,22-11-2016,09-08-2017
CA476622,2,,28-11-2019,
CA476630,2,2,10-11-2011,10-08-2017
CA476631,2,1,14-11-2011,10-08-2017
CA476634,2,3,07-11-2011,23-02-2021
CA476635,2,1,31-10-2011,10-08-2017
CA476639,3,,23-10-2017,
CA476651,2,1,23-11-2011,10-08-2017
CA476657,1,,02-02-2016,
CA476658,1,1,30-10-2015,10-08-2017
CA476664,3,1,07-01-2015,13-08-2015
CA476666,2,1,28-11-2011,08-08-2017
CA476670,2,1,25-11-2011,08-08-2017
CA476671,2,1,25-11-2011,08-08-2017
CA476672,2,1,25-11-2011,08-08-2017
CA476673,3,,14-08-2017,
CA476674,2,1,02-12-2011,09-08-2017
CA476675,1,,29-05-2019,
CA476678,1,10,08-11-2012,11-04-2019
CA476681,2,1,05-12-2011,09-08-2017
CA476682,3,,14-08-2017,
CA476684,2,1,06-12-2011,09-08-2017
CA476688,2,1,08-07-2011,09-08-2017
CA476708,1,1,16-07-2019,28-09-2020
CA476719,1,,06-06-2019,
CA476734,1,,15-05-2019,
CA476735,1,,07-01-2019,
CA476774,1,,12-09-2016,
CA476803,6,3,08-03-2011,24-09-2020
CA476805,5,2,07-03-2011,09-08-2017
CA476813,4,,06-03-2011,
CA476814,5,1,04-06-2019,09-06-2020
CA479006,0,,03-06-2021,
CA479014,16,,30-04-2021,
CA479017,12,1,05-03-2019,28-05-2019
CA479020,11,1,04-03-2019,04-02-2020
CA479021,10,4,07-05-2012,16-08-2017
CA479025,12,2,03-03-2020,21-01-2021
CA479027,0,,20-04-2021,
CA479051,6,1,15-05-2019,26-09-2019
CA479052,6,1,15-05-2019,26-09-2019
CA479053,6,,14-04-2021,
CA479058,5,3,08-07-2010,09-11-2018
CA479073,5,1,13-12-2016,25-08-2017
CA479078,6,,09-06-2020,
CA479082,11,,03-03-2020,
CA479087,6,4,08-06-2011,15-08-2017
CA479094,9,,09-06-2020,
CA479099,5,,18-06-2008,
CA479129,16,2,04-03-2019,04-02-2021
CA479136,0,,20-04-2021,
CA479137,1,3,06-05-2013,19-04-2021
CA479138,0,,20-04-2021,
CA479148,6,,22-01-2021,
CA479150,5,2,26-05-2015,19-01-2021
CA479152,8,1,29-01-2021,25-05-2021
CA479153,5,3,26-05-2015,01-04-2021
CA479155,12,1,03-11-2020,12-05-2021
CA479189,1,3,24-02-2016,08-04-2021
CA479190,1,,31-03-2016,
CA479191,1,2,31-03-2016,09-04-2021
CA479193,1,1,02-05-2016,14-08-2017
CA479199,1,2,01-04-2016,08-04-2021
CA479202,2,1,01-06-2018,29-08-2019
CA479210,2,1,30-05-2018,24-09-2019
CA479226,0,,27-04-2021,
CA479239,2,,11-10-2018,
CA479240,1,1,16-06-2014,22-08-2017
CA479242,1,,25-05-2015,
CA479247,1,1,14-11-2017,13-07-2018
CA479249,1,3,02-11-2017,20-01-2020
CA479257,1,,05-07-2020,
CA479259,1,1,02-11-2020,02-11-2020
CA479261,1,1,27-11-2020,09-03-2021
CA479263,1,,28-09-2020,
CA479264,1,,28-09-2020,
CA479265,1,1,27-11-2020,09-03-2021
CA570006,8,,09-12-2019,
CA570007,6,,23-09-2019,
CA570008,7,,28-08-2019,
CA570009,6,,12-03-2019,
CA570010,6,,08-07-2015,
CA570011,5,,08-07-2015,
CA570012,9,2,24-06-2015,02-04-2020
CA570013,6,,08-07-2015,
CA570015,8,,23-03-2021,
CA570018,6,2,21-02-2013,18-06-2020
CA570020,6,1,06-03-2013,17-03-2017
CA570021,5,1,05-03-2013,16-08-2017
CA570026,6,2,22-03-2013,20-02-2019
CA570027,6,2,10-05-2010,03-06-2019
CA570029,5,,13-11-2012,
CA570030,5,,14-11-2012,
CA570032,5,,25-04-2013,
CA570033,5,,26-04-2013,
CA570035,5,2,22-02-2013,13-10-2015
CA570073,9,,11-03-2021,
CA570080,7,,28-05-2019,
CA570088,2,3,05-09-2012,04-08-2020
CA570092,5,,04-09-2012,
CA570093,5,1,10-09-2012,10-05-2018
CA570094,5,1,02-11-2012,26-01-2021
CA570096,5,,19-10-2012,
CA570098,2,,23-06-2014,
CA570099,5,1,13-11-2013,12-02-2015
CA570101,8,,02-05-2013,
CA570117,4,1,05-10-2015,12-08-2020
CA570123,7,,02-03-2020,
CA570125,9,,29-03-2021,
CA570132,5,,29-11-2010,
CA570138,8,,24-03-2021,
CA570153,8,,29-12-2020,
CA570154,6,,30-12-2020,
CA570155,8,,31-12-2020,
CA570156,6,,23-10-2020,
CA570158,6,,17-06-2019,
CA570159,7,,07-06-2019,
CA570160,6,,03-07-2019,
CA570168,6,,07-12-2020,
CA570169,3,,09-05-2013,
CA570170,4,2,09-05-2013,19-05-2020
CA570174,3,5,15-05-2013,08-10-2019
CA570176,6,,05-03-2019,
CA570182,3,,06-05-2013,
CA570184,4,1,21-12-2016,19-10-2017
CA570188,8,,02-07-2020,
CA570193,7,3,06-01-2014,12-08-2016
CA570205,0,,21-04-2021,
CA570214,6,1,29-06-2011,14-05-2012
CA570222,5,2,15-01-2013,17-05-2018
CA570223,5,,09-01-2013,
CA570226,3,2,09-10-2012,30-10-2019
CA570228,4,,14-07-2020,
CA570232,4,,15-08-2017,
CA570233,3,,24-08-2017,
CA570234,3,,22-08-2017,
CA570235,3,,15-08-2017,
CA570236,4,,10-08-2017,
CA570237,6,1,09-12-2014,24-02-2021
CA570238,7,,12-02-2014,
CA570239,9,1,27-09-2019,17-02-2021
CA570242,1,,09-06-2014,
CA570243,1,,12-12-2014,
CA570244,5,2,05-05-2014,25-10-2018
CA570245,4,1,05-05-2014,14-11-2019
CA570258,1,1,22-01-2014,17-12-2014
CA570260,4,,25-03-2013,
CA570261,5,2,06-12-2013,25-10-2018
CA570262,6,2,19-02-2013,26-09-2019
CA570265,1,,27-11-2013,
CA570277,6,,02-11-2015,
CA570278,5,1,09-07-2014,19-04-2018
CA570282,7,1,08-09-2015,05-05-2021
CA570297,11,2,02-06-2015,22-08-2019
CA570319,4,,14-03-2014,
CA570326,4,1,29-07-2014,11-12-2019
CA570327,4,3,29-07-2014,19-05-2020
CA570328,4,,29-07-2014,
CA570336,6,1,19-07-2012,20-05-2015
CA570361,2,2,21-03-2013,14-11-2019
CA570383,12,,29-03-2021,
CA570405,1,,03-05-2021,
CA570410,3,,09-04-2019,
CA570420,1,,16-12-2016,
CA570422,1,,05-01-2017,
CA570429,3,,17-12-2019,
CA570436,3,,09-12-2019,
CA570437,2,,30-06-2020,
CA570438,2,,07-01-2020,
CA570439,2,,16-12-2019,
CA570445,2,,15-02-2012,
CA570447,2,,09-02-2012,
CA570448,2,,09-02-2012,
CA570449,2,,16-02-2012,
CA570450,3,,16-09-2014,
CA570458,1,,30-11-2010,
CA570460,2,1,12-11-2013,06-09-2016
CA570469,3,,24-07-2015,
CA570470,2,,23-07-2015,
CA570544,3,,01-04-2019,
CA570562,7,,07-06-2021,
CA570566,4,1,23-03-2016,02-05-2017
CA570567,7,1,08-07-2020,10-06-2021
CA570574,2,1,20-03-2013,17-07-2018
CA570579,3,,21-08-2014,
CA570580,3,1,25-08-2014,18-04-2018
CA570585,3,1,18-10-2013,12-10-2016
CA570586,3,,22-10-2013,
CA570589,3,,07-11-2013,
CA570592,2,4,06-12-2013,23-02-2021
CA570595,3,1,08-11-2013,07-11-2018
CA570596,3,,08-11-2013,
CA570600,3,,28-11-2019,
CA570621,2,,12-07-2012,
CA570623,2,1,14-02-2013,13-08-2020
CA570625,2,,16-01-2013,
CA570626,2,,17-06-2015,
CA570709,1,,20-12-2016,
CA570710,1,,26-01-2017,
CA570715,5,,30-03-2021,
CA570716,1,,27-03-2014,
CA570717,1,,27-03-2014,
CA570718,1,,27-03-2014,
CA570719,1,,02-06-2014,
CA570722,1,3,30-07-2015,18-02-2021
CA570727,1,,16-12-2016,
CA570728,1,2,16-12-2016,04-05-2021
CA570729,1,,06-01-2017,
CA570747,1,3,13-03-2019,13-08-2020
CA570752,1,,11-01-2021,
CA570754,1,,07-12-2020,
CA571001,1,,26-11-2020,
CA571006,1,,06-01-2021,
CA571007,1,,06-01-2021,
CA571009,1,,06-01-2021,
CA571011,1,,07-01-2021,
CA571028,1,,06-04-2021,
CA571037,1,,20-01-2021,
CA571038,1,,21-01-2021,
CA571040,1,,23-03-2021,
CA571041,1,,23-03-2021,
CA571043,1,,26-05-2021,
CA571044,1,,26-05-2021,
CA571045,1,,26-05-2021,
CA571046,1,,28-05-2021,
CA573005,9,,31-01-2020,
CA573008,6,1,18-08-2011,19-04-2013
CA573010,6,1,30-09-2010,30-09-2010
CA573013,7,,27-03-2019,
CA573105,4,,22-08-2011,
CA573108,8,,04-01-2019,
CA573118,7,,13-07-2020,
CA573136,5,1,06-11-2013,05-02-2018
CA573227,4,1,09-09-2010,19-04-2013
CA573231,7,,29-01-2014,
CA573242,5,1,27-08-2014,10-10-2019
CA573243,5,,12-09-2014,
CA573247,7,,24-05-2019,
CA573253,8,1,14-09-2018,25-03-2020
CA573256,6,,05-11-2014,
CA573265,8,,01-04-2019,
CA573270,7,,02-04-2020,
CA573273,6,1,20-07-2020,10-02-2021
CA573280,5,2,13-01-2015,05-11-2020
CA573283,6,1,05-04-2011,31-05-2016
CA573284,6,,28-03-2014,
CA573292,4,,31-03-2015,
CA573301,3,1,03-12-2010,18-06-2018
CA573303,5,,13-02-2017,
CA573306,7,1,15-03-2017,05-04-2018
CA573307,4,1,05-11-2014,20-04-2017
CA573308,3,1,30-07-2013,16-03-2021
CA573312,3,1,04-01-2013,18-09-2019
CA573314,5,,20-03-2014,
CA573315,4,,02-01-2013,
CA573318,5,,01-05-2017,
CA573327,4,,17-06-2010,
CA573333,5,,13-07-2020,
CA573335,1,,08-02-2010,
CA573339,4,,05-03-2014,
CA573340,4,,02-07-2013,
CA573347,4,,06-12-2013,
CA573348,4,,27-11-2013,
CA573356,2,,27-08-2014,
CA573360,2,,20-12-2013,
CA573361,1,1,25-05-2011,31-08-2011
CA573362,3,1,31-05-2018,28-08-2019
CA573363,4,,19-07-2018,
CA573366,2,,02-08-2013,
CA573368,1,,12-03-2009,
CA573370,2,,10-09-2014,
CA573371,1,,06-02-2009,
CA573372,1,1,13-02-2009,24-08-2010
CA573374,1,,13-03-2009,
CA573375,2,,27-04-2017,
CA573376,2,,01-10-2015,
CA573377,3,,18-09-2015,
CA573380,1,,27-02-2009,
CA573385,1,,10-01-2011,
CA573386,2,,31-12-2014,
CA573387,4,,30-06-2021,
CA573389,2,,06-02-2015,
CA573391,2,,23-05-2019,
CA573393,3,,07-12-2017,
CA573395,2,,28-11-2017,
CA573396,1,,23-06-2011,
CA573397,1,,17-06-2011,
CA573398,1,,15-06-2012,
CA573399,1,,01-10-2014,
CA573400,1,,23-09-2011,
CA573401,2,,24-10-2016,
CA573403,1,,27-12-2012,
CA573404,1,,31-12-2012,
CA573406,1,,04-05-2011,
CA573407,1,2,04-06-2013,28-08-2019
CA573408,1,,21-10-2011,
CA573409,2,,27-04-2021,
CA573410,2,1,13-07-2020,21-04-2021
CA573411,1,,11-01-2012,
CA573412,1,,19-12-2013,
CA573416,1,,01-05-2013,
CA573421,2,1,30-07-2014,15-12-2014
CA573427,1,,18-12-2012,
CA573440,1,,24-07-2014,
CA573441,1,,09-12-2014,
CA573445,1,,29-09-2014,
CA573452,4,,01-08-2018,
CA573453,2,,19-09-2018,
CA573455,1,,18-11-2016,
CA573461,1,1,08-07-2015,20-06-2016
CA573465,3,,25-01-2017,
CA573470,2,,13-07-2021,
CA573471,2,,05-01-2021,
CA573478,1,,09-05-2016,
CA573479,1,,13-07-2020,
CA573480,1,,18-11-2020,
CA573487,1,,29-03-2018,
CA573494,1,,18-11-2020,
CA573532,1,,07-05-2021,
CA573543,1,,30-11-2020,
CA576002,7,2,03-01-2019,16-03-2021
CA576003,13,5,14-08-2019,16-03-2021
CA576005,5,,28-06-2013,
CA576007,3,1,17-08-2011,09-08-2017
CA576010,6,,25-05-2021,
CA576012,4,1,02-09-2011,09-08-2017
CA576013,6,1,02-09-2011,09-08-2017
CA576020,7,2,19-12-2018,10-12-2020
CA576022,1,2,02-07-2013,17-02-2020
CA576026,1,2,12-03-2013,16-02-2021
CA576036,3,1,24-07-2012,09-08-2017
CA576037,3,2,24-07-2012,09-08-2017
CA576038,4,1,24-07-2012,09-08-2017
CA576039,8,1,08-05-2019,17-05-2019
CA576040,6,1,13-12-2018,10-09-2020
CA576046,4,1,07-09-2011,09-08-2017
CA576052,1,1,12-01-2015,09-08-2017
CA576054,2,1,21-11-2011,09-08-2017
CA576064,7,2,04-12-2017,05-03-2021
CA576065,7,,04-12-2017,
CA576066,4,,04-12-2017,
CA576072,0,,01-04-2021,
CA576077,1,3,15-11-2011,03-08-2017
CA576078,1,3,15-11-2011,03-08-2017
CA576082,5,,11-05-2021,
CA576086,1,1,16-11-2017,03-04-2020
CA576088,7,5,05-03-2011,06-07-2020
CA576095,9,,04-01-2019,
CA576110,4,2,02-03-2011,04-08-2017
CA576114,8,4,15-07-2011,13-07-2018
CA576115,5,,24-01-2019,
CA576121,5,1,13-07-2011,04-08-2017
CA576122,5,1,13-07-2011,04-08-2017
CA576123,4,1,14-07-2011,04-08-2017
CA576124,5,1,15-07-2011,08-08-2017
CA576129,4,1,12-07-2011,08-08-2017
CA576130,7,6,30-06-2011,31-10-2017
CA576132,4,4,13-07-2011,13-09-2017
CA576142,7,2,15-08-2016,22-02-2021
CA576143,7,1,15-08-2016,08-08-2017
CA576144,5,2,15-08-2016,08-08-2017
CA576147,1,3,17-04-2014,26-11-2020
CA576148,1,1,17-04-2014,08-08-2017
CA576163,1,,23-10-2014,
CA576169,4,2,19-08-2011,08-08-2017
CA576177,6,8,28-02-2011,24-05-2019
CA576182,2,2,19-05-2020,23-04-2021
CA576184,3,1,14-02-2020,09-02-2021
CA576185,9,1,10-05-2019,09-10-2019
CA576191,1,1,16-11-2017,15-10-2020
CA576192,1,,16-11-2017,
CA576200,8,,16-10-2019,
CA576201,5,,16-10-2019,
CA576211,7,5,26-02-2014,23-04-2021
CA576225,8,,10-05-2019,
CA576234,1,1,12-06-2013,03-08-2017
CA576235,1,4,18-06-2013,15-12-2020
CA576245,1,1,21-02-2013,03-08-2017
CA576246,1,2,12-12-2018,08-11-2019
CA576263,2,1,04-12-2018,13-08-2020
CA576264,2,,05-12-2018,
CA576265,2,1,05-12-2018,11-03-2021
CA576266,2,1,05-12-2018,13-08-2020
CA576267,2,3,05-12-2018,18-02-2020
CA576268,7,,05-12-2018,
CA576269,2,2,06-12-2018,12-03-2020
CA576270,2,2,06-12-2018,16-10-2020
CA576280,6,3,04-08-2011,27-02-2020
CA576291,3,,10-05-2019,
CA576297,1,,27-11-2015,
CA576299,1,2,27-11-2015,28-02-2020
CA576301,3,5,03-08-2010,03-08-2017
CA576302,3,1,30-07-2010,03-08-2017
CA576304,7,2,17-01-2019,29-08-2019
CA576310,1,,06-11-2014,
CA576324,1,2,10-02-2014,02-08-2017
CA576353,1,2,15-02-2017,04-03-2021
CA576354,1,1,15-02-2017,02-08-2017
CA576359,2,2,21-10-2011,26-06-2020
CA576364,1,,11-03-2014,
CA576372,5,,10-02-2021,
CA576373,2,2,12-03-2019,08-04-2020
CA576381,2,1,08-09-2011,02-08-2017
CA576382,2,3,08-11-2011,25-02-2020
CA576383,2,1,08-11-2011,02-08-2017
CA576386,8,2,06-11-2019,19-04-2021
CA576387,4,,17-08-2011,
CA576394,3,,09-05-2019,
CA576419,2,1,09-01-2019,31-08-2020
CA576424,1,,15-04-2014,
CA576425,2,1,11-12-2018,05-04-2019
CA576438,1,,29-01-2019,
CA576439,1,,29-01-2019,
CA576447,1,,12-12-2018,
CA576464,2,4,03-01-2019,11-05-2020
CA576465,1,2,03-02-2015,06-11-2017
CA576466,1,2,29-01-2015,17-12-2020
CA576481,1,1,12-08-2014,01-08-2017
CA576482,1,1,29-07-2014,01-08-2017
CA576484,1,1,29-07-2014,01-08-2017
CA576486,1,1,24-11-2016,01-08-2017
CA576491,1,,30-01-2019,
CA576492,1,,30-01-2019,
CA576497,4,1,07-12-2011,01-08-2017
CA576498,5,2,07-12-2011,25-11-2020
CA576499,1,1,12-03-2013,01-08-2017
CA576500,1,1,15-03-2013,01-08-2017
CA576501,2,2,24-06-2014,01-08-2017
CA576503,3,1,08-08-2017,15-11-2017
CA576504,1,,19-01-2021,
CA576527,6,4,03-12-2013,10-02-2021
CA576531,1,1,18-12-2020,15-01-2021
CA576546,5,3,10-03-2011,01-08-2017
CA576548,4,1,01-06-2010,01-08-2017
CA576550,1,,20-11-2017,
CA576569,0,,18-06-2021,
CA576570,1,3,24-04-2013,31-05-2019
CA576587,1,,13-04-2021,
CA576591,1,,17-02-2021,
CA576601,1,,13-01-2021,
CA576602,1,,06-05-2021,
CA576603,4,,15-07-2011,
CA576605,1,,19-04-2021,
CA576617,1,1,23-06-2016,31-07-2017
CA576618,1,1,24-06-2016,31-07-2017
CA576620,1,1,04-01-2016,31-07-2017
CA576621,1,1,04-01-2016,31-07-2017
CA576623,1,1,20-10-2015,31-07-2017
CA576624,1,1,20-10-2015,31-07-2017
CA576626,1,1,26-08-2015,31-07-2017
CA576632,2,1,14-11-2011,31-07-2017
CA576633,2,1,14-11-2011,31-07-2017
CA576636,2,2,02-11-2011,28-07-2017
CA576638,2,1,31-10-2011,31-07-2017
CA576642,1,,18-02-2021,
CA576643,1,,09-03-2021,
CA576645,1,,18-03-2021,
CA576654,3,1,12-12-2016,31-07-2017
CA576659,1,,27-10-2015,
CA576661,1,,01-08-2017,
CA576667,2,1,22-03-2011,31-07-2017
CA576676,1,,29-05-2019,
CA576677,1,,29-05-2019,
CA576679,1,6,08-11-2012,26-08-2019
CA576680,1,1,08-11-2012,30-03-2015
CA576683,2,1,05-12-2011,31-07-2017
CA576685,2,1,07-12-2011,28-07-2017
CA576686,2,1,07-12-2011,28-07-2017
CA576687,2,1,07-12-2011,28-07-2017
CA576690,1,,30-03-2021,
CA576692,1,,02-07-2014,
CA576693,1,2,02-07-2014,28-07-2017
CA576694,1,1,03-07-2014,28-07-2017
CA576695,1,1,07-07-2014,28-07-2017
CA576698,1,,29-01-2021,
CA576704,1,,30-03-2021,
CA576706,1,,29-01-2021,
CA576709,1,,12-07-2019,
CA576710,1,1,12-07-2019,28-09-2020
CA576711,1,2,14-05-2019,21-04-2021
CA576720,1,,14-11-2019,
CA576721,1,,06-06-2019,
CA576722,1,,06-06-2019,
CA576723,2,1,28-07-2017,26-03-2020
CA576726,1,,22-04-2021,
CA576727,1,,05-03-2021,
CA576728,1,,16-03-2021,
CA576729,1,,09-03-2021,
CA576730,1,,11-03-2021,
CA576731,1,2,10-11-2014,20-06-2018
CA576737,1,1,09-01-2019,12-02-2020
CA576740,1,,28-04-2020,
CA576741,1,,16-10-2019,
CA576742,1,,20-11-2017,
CA576815,1,,23-02-2021,
CA576816,1,,31-03-2021,
CA576817,1,,27-02-2021,
CA576818,1,,30-03-2021,
CA576825,1,,30-03-2021,
CA576827,1,,15-03-2021,
CA576844,1,,26-02-2021,
CA576846,1,,10-03-2021,
CA576847,1,,12-04-2021,
CA576849,1,,09-03-2021,
CA576857,1,,23-04-2021,
CA576905,1,,18-03-2021,
CA579001,13,,05-01-2021,
CA579003,15,2,26-02-2020,14-12-2020
CA579004,9,1,17-10-2020,11-01-2021
CA579007,10,1,08-12-2020,25-02-2021
CA579008,10,1,08-12-2020,01-03-2021
CA579015,15,,30-04-2021,
CA579016,14,1,04-02-2019,04-02-2019
CA579019,10,1,05-03-2019,08-02-2021
CA579022,10,3,07-05-2012,25-04-2019
CA579023,12,,07-02-2019,
CA579024,7,4,07-05-2012,17-08-2017
CA579031,9,1,21-07-2016,05-12-2016
CA579033,6,,10-11-2011,
CA579034,9,1,24-04-2015,17-08-2017
CA579038,8,3,12-12-2012,12-03-2018
CA579039,6,2,12-12-2012,14-05-2019
CA579040,6,5,04-01-2013,27-04-2016
CA579046,6,,05-03-2020,
CA579047,6,1,14-05-2019,26-09-2019
CA579048,10,,13-10-2020,
CA579054,7,1,28-06-2017,28-07-2017
CA579055,7,5,08-07-2010,14-06-2016
CA579056,5,1,08-07-2010,25-10-2011
CA579060,6,3,22-12-2016,15-06-2020
CA579061,7,4,21-12-2016,15-11-2019
CA579062,8,2,26-04-2017,15-02-2019
CA579063,6,1,13-12-2016,24-08-2017
CA579064,8,2,17-07-2018,16-06-2020
CA579065,9,4,13-12-2016,03-02-2020
CA579067,7,1,21-12-2016,25-08-2017
CA579071,8,,23-01-2017,
CA579074,6,3,13-12-2016,15-01-2019
CA579080,13,2,25-02-2019,15-10-2019
CA579081,8,,26-02-2020,
CA579084,7,1,15-10-2020,29-04-2021
CA579089,6,,26-11-2009,
CA579101,3,,27-05-2019,
CA579102,4,,14-05-2019,
CA579103,3,,08-05-2019,
CA579104,2,2,21-03-2017,16-01-2018
CA579105,3,,18-09-2019,
CA579109,5,,02-12-2019,
CA579110,5,,02-12-2019,
CA579111,4,1,28-11-2019,26-05-2020
CA579112,4,,27-11-2019,
CA579120,4,1,26-05-2020,15-10-2020
CA579124,3,,15-11-2018,
CA579126,3,,02-11-2018,
CA579127,4,,26-05-2020,
CA579130,16,,05-12-2019,
CA579134,1,4,21-03-2013,20-02-2019
CA579135,1,4,29-04-2013,26-03-2019
CA579141,1,,22-08-2013,
CA579142,2,,12-12-2018,
CA579144,1,1,26-08-2013,06-08-2015
CA579145,2,,03-05-2018,
CA579146,1,1,26-08-2013,01-08-2017
CA579147,3,,03-01-2019,
CA579156,11,,03-11-2020,
CA579157,1,1,26-04-2016,08-09-2016
CA579158,1,1,16-06-2016,26-07-2017
CA579159,2,1,14-11-2016,23-08-2017
CA579160,1,3,17-06-2016,12-10-2018
CA579166,3,,18-01-2019,
CA579168,2,,12-09-2019,
CA579169,2,1,10-03-2017,28-08-2017
CA579170,4,,21-02-2020,
CA579173,2,1,09-09-2019,15-10-2019
CA579176,2,,08-07-2019,
CA579177,2,,08-07-2019,
CA579178,2,,08-07-2019,
CA579180,3,,09-09-2019,
CA579183,1,,30-03-2016,
CA579184,1,,30-03-2016,
CA579185,1,,30-03-2016,
CA579186,1,1,30-03-2016,14-08-2017
CA579187,1,1,28-04-2016,14-08-2017
CA579192,1,1,01-04-2016,14-08-2017
CA579194,1,1,01-04-2016,14-08-2017
CA579195,1,2,01-04-2016,24-09-2018
CA579196,1,1,04-04-2016,11-08-2017
CA579200,1,2,04-04-2016,17-05-2021
CA579201,1,1,04-04-2016,11-08-2017
CA579205,2,,23-05-2018,
CA579206,2,,24-05-2018,
CA579207,2,,23-05-2018,
CA579208,2,,24-05-2018,
CA579211,6,,15-10-2020,
CA579212,4,,15-10-2020,
CA579213,4,4,09-07-2010,27-07-2017
CA579217,1,2,27-08-2013,02-08-2017
CA579218,1,1,27-08-2013,02-08-2017
CA579219,3,,09-02-2021,
CA579220,3,,15-05-2019,
CA579224,6,,04-03-2019,
CA579225,1,,28-08-2013,
CA579227,1,4,24-03-2010,03-07-2013
CA579229,2,1,20-06-2018,14-11-2018
CA579230,2,1,20-06-2018,21-11-2018
CA579233,2,,12-03-2021,
CA579234,4,,11-02-2021,
CA579235,2,,09-06-2020,
CA579236,2,,09-06-2020,
CA579237,1,4,14-03-2014,10-05-2019
CA579238,1,1,28-08-2013,30-08-2017
CA579241,1,,26-05-2014,
CA579243,1,,14-11-2016,
CA579244,1,2,05-10-2015,18-10-2017
CA579246,2,,18-01-2019,
CA579248,1,2,14-11-2017,13-07-2018
CA579250,1,,02-11-2017,
CA579251,1,1,02-11-2017,09-10-2018
CA579252,1,,02-11-2017,
CA579253,3,,20-08-2019,
CA579254,1,1,28-10-2016,28-08-2017
CA579255,1,1,22-10-2018,22-10-2018
CA579260,2,,04-11-2020,
CA579262,1,1,18-11-2020,09-03-2021
CA670183,3,,02-05-2013,
CA670247,5,,05-05-2014,
CA670655,1,,10-11-2010,
CA670732,1,,03-03-2016,
CA670734,1,,17-04-2019,
CA670735,2,,16-08-2018,
CA670737,1,,24-03-2020,
CA670738,1,,17-01-2020,
CA670739,1,1,03-08-2018,23-04-2019
CA670740,2,1,02-08-2018,17-05-2021
CA670741,1,,11-03-2019,
CA670745,1,,16-01-2019,
CA670746,1,,28-09-2020,
CA670748,1,,06-10-2020,
CA670755,1,,01-02-2021,
CA673225,4,,26-08-2014,
CA673443,1,,18-02-2013,
CA673444,1,,15-02-2013,
CA676476,1,,25-03-2021,
CA676583,1,,02-08-2019,
CA676584,2,1,26-08-2020,07-05-2021
CA676585,1,,13-04-2021,
CA676646,1,,04-03-2021,
CA676837,1,,11-05-2021,
CA676838,1,,15-04-2021,
CA676841,1,,22-04-2021,
CA676842,1,,18-06-2021,
CA676848,1,,01-04-2021,
CL2AI080,1,6,11-08-2006,08-04-2019
CL2AI084,1,9,17-08-2011,08-08-2018
CL2AI085,1,7,23-08-2011,05-05-2022
CL2AI090,3,,14-10-2021,
CL2AN020,1,8,29-06-2006,02-03-2021
CL2AT030,1,18,06-07-2006,03-02-2021
CL2BB060,1,40,05-07-2006,10-01-2021
CL2CO040,1,30,06-07-2006,07-04-2022
CL2LL070,2,20,12-08-2011,07-06-2022
CL2MA100,2,,01-06-2021,
CL2TR010,1,17,14-07-2006,04-01-2022
CL2VA050,1,19,10-07-2006,05-05-2022
CL3AI010,2,1,20-12-2010,13-05-2020
CL3AI020,2,1,20-12-2010,31-08-2011
CL3AI025,1,6,18-06-2010,07-09-2020
CL3AI050,1,2,25-04-2013,11-10-2018
CL3AI080,3,1,02-06-2021,05-05-2022
CL3AI090,1,2,28-11-2011,17-10-2016
CL3AI095,3,1,24-05-2021,03-02-2022
CL3AI100,1,,08-04-2014,
CL3AI105,1,1,12-09-2013,10-01-2021
CL3AI106,1,2,12-09-2013,10-01-2021
CL3AI115,1,,12-09-2013,
CL3AI116,1,,05-09-2013,
